Variance_X,Variance_Y,Variance_Z,RMS_X,RMS_Y,RMS_Z,PtP_X,PtP_Y,PtP_Z,Dominant_X,Dominant_Y,Dominant_Z,Spec_Crest_X,Spec_Crest_Y,Spec_Crest_Z,Label
0.12475060915676295,0.08732488198074861,0.15483087874235935,0.3532005225884624,0.2955078374269431,0.39348555086859205,1.5185546875,1.94580078125,2.414306640625,5.0,5.0,52.0,5.324511535458949,5.08312060273881,3.065385742941178,Bearing_Fault
0.12293745053102612,0.09173329244367778,0.17744249017778202,0.3506243724144488,0.30287504427350526,0.4212392315273852,1.682373046875,1.962646484375,2.544677734375,10.0,36.0,25.0,5.309477809036712,5.730196202469899,5.057612487475107,Bearing_Fault
0.12575116344669368,0.09458338934928179,0.20403138639812823,0.35461410497425744,0.30754412585722035,0.4516983356158491,1.2822265625,1.616455078125,2.6357421875,10.0,5.0,51.0,7.920455764066706,5.821261237230449,4.785955728052958,Bearing_Fault
0.1572863258770667,0.1546823688513541,0.13425948150324984,0.3965934012021212,0.3932967948653461,0.3664143576652665,1.439453125,1.927490234375,2.130615234375,10.0,10.0,47.0,10.657721567147854,6.286805551527589,4.686032225451409,Bearing_Fault
0.14035253039037343,0.08918961136077996,0.15020476817153394,0.37463653104091893,0.29864629808651566,0.3875625990359931,1.287841796875,1.7919921875,2.50146484375,10.0,35.0,50.0,10.1216122040567,6.1907519053850955,4.305065956985464,Bearing_Fault
0.11977337917414843,0.14634194153768476,0.15598463237620308,0.34608290794858454,0.3825466527597448,0.39494889843649783,1.73291015625,2.405517578125,2.202392578125,10.0,5.0,45.0,6.2188372918272945,7.121889678435434,3.5647114241835958,Bearing_Fault
0.12577797000994906,0.09369943849378615,0.14077198965242133,0.35465189976926537,0.3061036401184836,0.3751959350158545,1.7421875,2.42822265625,2.389404296875,5.0,5.0,46.0,7.37347615880322,3.934356791935413,3.9846887975633356,Bearing_Fault
0.03223877142590936,0.069931414876919,0.050303563417401165,0.1795515843035348,0.2644454856429185,0.22428455902580802,1.10791015625,1.88916015625,1.321044921875,5.0,5.0,26.0,3.3166564597509605,4.100064435220279,2.555274036385883,Bearing_Fault
0.019044969099923037,0.045366491889581084,0.05520781665109098,0.13800351118693696,0.2129941123354847,0.23496343683877918,1.174072265625,1.72412109375,1.58056640625,5.0,5.0,43.0,2.4748558811852455,3.7422865057463937,3.437429366934586,Bearing_Fault
0.0032083981750474777,0.002835531355231069,0.014848336344584823,0.056642723937390914,0.053249707560052095,0.12185374981749565,0.415283203125,0.447509765625,1.351806640625,44.0,33.0,44.0,3.120587086618509,4.532393467604761,3.0651009675490513,Bearing_Fault
