Variance_X,Variance_Y,Variance_Z,RMS_X,RMS_Y,RMS_Z,PtP_X,PtP_Y,PtP_Z,Dominant_X,Dominant_Y,Dominant_Z,Spec_Crest_X,Spec_Crest_Y,Spec_Crest_Z,Label
2.467025478836149e-05,1.038092523231171e-05,1.6976016922853887e-05,0.004966916023888615,0.0032219443248311585,0.004120196223828895,0.03076171875,0.019287109375,0.021728515625,25.0,41.0,2.0,5.535456463399625,2.887275898535258,3.925835844499159,Imbalance
4.131922833039425e-05,6.782585842302069e-06,1.411604171153158e-05,0.006428003448225137,0.002604339809299483,0.0037571321126001916,0.029052734375,0.012451171875,0.017578125,25.0,25.0,25.0,7.374859662992479,3.746005709917327,2.968357326314228,Imbalance
4.801909381058067e-05,1.2087388313375413e-05,3.051384919672273e-05,0.006929581070351993,0.0034766921510791565,0.005523934213649067,0.03955078125,0.023681640625,0.02587890625,25.0,38.0,1.0,6.626830498647606,3.2576254752049425,5.819234923438094,Imbalance
2.5064204237423837e-05,6.841469075880013e-05,0.00015914101095404476,0.005006416306843033,0.008271317353287814,0.012615110421793571,0.02392578125,0.069091796875,0.08935546875,16.0,40.0,2.0,3.6823669439589013,4.231160646412917,4.938286390107564,Imbalance
9.731787940836512e-05,6.481766467913985e-05,0.001071962935384363,0.009864982483936052,0.008050941850438361,0.03274084506215994,0.065673828125,0.086181640625,0.27294921875,2.0,35.0,2.0,6.680106380516596,4.394520153642304,8.511489069261478,Imbalance
0.0003850506618618965,7.19395320629701e-05,0.005422262474894524,0.019622707811662907,0.00848171751846111,0.07363601343700325,0.07958984375,0.0693359375,0.29296875,3.0,3.0,3.0,9.550499872315301,4.489034474587817,10.705043276239113,Imbalance
0.0017563509136380162,0.00011151953003718518,0.024638325907289982,0.041908840518893105,0.010560280774543126,0.1569660023931615,0.145263671875,0.04248046875,0.539306640625,3.0,3.0,3.0,24.42648456138928,13.490737153637763,27.251076014183457,Imbalance
0.002264896349515766,0.00010562670286162756,0.029349771906709066,0.0475909271764668,0.010277485240156153,0.1713177512889691,0.16650390625,0.046142578125,0.560302734375,3.0,3.0,3.0,25.101409939850544,13.262727003162546,28.36680701192426,Imbalance
0.0012613433500519022,6.849548299214803e-05,0.015441392020875355,0.03551539595797719,0.00827619979170078,0.12426339775201448,0.1142578125,0.03271484375,0.380859375,4.0,4.0,4.0,15.312128131724696,7.851326548277459,16.213083182128496,Imbalance
0.0012607618955371436,7.58665228204336e-05,0.015228847765683895,0.0355072090643174,0.008710139081578066,0.12340521774092007,0.112548828125,0.03515625,0.358642578125,4.0,4.0,4.0,31.650177503586942,10.396584569654072,40.24952141034051,Imbalance
0.0013713891239603981,7.421172631438822e-05,0.015584019463858567,0.03703227138537951,0.008614622819043688,0.1248359702323756,0.119140625,0.037109375,0.364501953125,4.0,4.0,4.0,21.800944266966628,9.746955917660976,23.420006578721075,Imbalance
0.0015116645372472703,7.189396637841128e-05,0.016803227041236823,0.038880130365615675,0.008479030981097502,0.12962726195224838,0.12451171875,0.032958984375,0.38134765625,4.0,4.0,4.0,15.78532326138371,7.448671134733114,18.108282290333882,Imbalance
