Variance_X,Variance_Y,Variance_Z,RMS_X,RMS_Y,RMS_Z,PtP_X,Ptp_Y,Ptp_Z,FFT_X,FFT_Y,FFT_Z,Label
1.6321369912475348e-05,6.905636837473139e-06,1.4011686289450154e-05,0.004039971523720848,0.0026278578419452487,0.003743218707135632,0.017578125,0.013427734375,0.02197265625,0.0010447772219777099,0.00044198893010616286,0.0008968003094196318,Transient_Shock
1.1590716894716024e-05,6.457543349824846e-06,3.438166095293127e-05,0.0034045141936429085,0.002541169681431141,0.005863587720238461,0.02099609375,0.014404296875,0.0322265625,0.0007418515160679815,0.0004134653136134149,0.002200622111558914,Transient_Shock
1.3224256690591574e-05,8.761518984101713e-06,4.132065441808663e-05,0.0036365171098994673,0.0029599863148504105,0.006428114375000388,0.0234375,0.0166015625,0.029541015625,0.0008463524281978606,0.0005607521161437037,0.0026446059346199036,Transient_Shock
2.6660443836590275e-05,1.8041315342998132e-05,2.0940522517776117e-05,0.005163375236857212,0.004247506956203619,0.004576081568085966,0.0263671875,0.021240234375,0.023681640625,0.00170627050101757,0.0011547897011041643,0.0013402123004198074,Transient_Shock
2.737250179052353e-05,2.5256536900997162e-05,4.222779534757137e-05,0.005231873640534864,0.005025588214427955,0.00649829172533608,0.02099609375,0.024169921875,0.0361328125,0.0017518997192382817,0.0016164639964699745,0.0027030715718865408,Transient_Shock
1.666322350502014e-05,3.767539965338074e-05,0.00013058248077868484,0.004082061183399894,0.006138028971370267,0.011427269174159014,0.021728515625,0.026611328125,0.049072265625,0.0010664798319339754,0.0024113487452268596,0.008357290178537367,Transient_Shock
1.3736509572481737e-05,1.9792638340732083e-05,6.211045183590613e-05,0.003706279748276125,0.004448891810409878,0.007881018451691769,0.020263671875,0.023681640625,0.03857421875,0.0008791368454694749,0.0012667570263147348,0.003975192084908487,Transient_Shock
1.8221078789792955e-05,3.439077045186423e-05,6.970142931095324e-05,0.004268615558912861,0.005864364454215327,0.008348738186753328,0.021728515625,0.031982421875,0.034912109375,0.0011662086471915247,0.0022010207176208505,0.004461545497179034,Transient_Shock
3.274570553912781e-05,5.688404417014681e-05,9.116038199863397e-05,0.005722386350040323,0.007542151163305255,0.009547794614393104,0.02734375,0.0322265625,0.04736328125,0.002095870673656463,0.003640802577137948,0.005835248157382012,Transient_Shock
3.20853287121281e-05,3.3643849747022614e-05,0.00010330162695026956,0.005664391292286233,0.005800331865248972,0.010163740795114246,0.027099609375,0.028564453125,0.05419921875,0.002053475938737395,0.0021532084792852397,0.006611304357647896,Transient_Shock
1.7432263121008873e-05,2.7179219614481553e-05,0.00011631421511992812,0.0041751961775476935,0.005213369314990216,0.010784906820178287,0.02685546875,0.025146484375,0.04833984375,0.0011157775297760968,0.0017397236078977585,0.007445004768669606,Transient_Shock
